"x","y","rho","n_complete","feature_x","feature_y","system","panel"
10,8,-0.00326615463470396,1524,"spearman_all_abs","presence_phi_abs","Schäfer","Schäfer
1524 tested pairs"
11,8,-0.0410727929873699,1381,"spearman_copresent_abs","presence_phi_abs","Schäfer","Schäfer
1524 tested pairs"
12,8,0.157268314108221,1524,"log_ratio_variance","presence_phi_abs","Schäfer","Schäfer
1524 tested pairs"
13,8,-0.323943219135857,1462,"abundance_contrast_min","presence_phi_abs","Schäfer","Schäfer
1524 tested pairs"
14,8,0.0713818927107399,1462,"abundance_contrast_max","presence_phi_abs","Schäfer","Schäfer
1524 tested pairs"
1,9,-0.00299237439619409,1524,"pln_score_percentile","presence_log_odds_abs","Schäfer","Schäfer
1524 tested pairs"
2,9,0.0817880940455272,1524,"glmnet_score_percentile","presence_log_odds_abs","Schäfer","Schäfer
1524 tested pairs"
3,9,0.0755390806884101,1524,"sparcc_score_percentile","presence_log_odds_abs","Schäfer","Schäfer
1524 tested pairs"
4,9,-0.402782123775262,1524,"direct_prevalence_min","presence_log_odds_abs","Schäfer","Schäfer
1524 tested pairs"
5,9,0.73940840963785,1524,"direct_prevalence_max","presence_log_odds_abs","Schäfer","Schäfer
1524 tested pairs"
6,9,-0.2529596049186,1524,"direct_joint_prevalence","presence_log_odds_abs","Schäfer","Schäfer
1524 tested pairs"
7,9,-0.391563348639572,1524,"direct_presence_jaccard","presence_log_odds_abs","Schäfer","Schäfer
1524 tested pairs"
8,9,-0.710457877950393,1524,"presence_phi_abs","presence_log_odds_abs","Schäfer","Schäfer
1524 tested pairs"
9,9,1,1524,"presence_log_odds_abs","presence_log_odds_abs","Schäfer","Schäfer
1524 tested pairs"
10,9,0.0159103523414881,1524,"spearman_all_abs","presence_log_odds_abs","Schäfer","Schäfer
1524 tested pairs"
11,9,0.309477901354705,1381,"spearman_copresent_abs","presence_log_odds_abs","Schäfer","Schäfer
1524 tested pairs"
12,9,-0.41796603593941,1524,"log_ratio_variance","presence_log_odds_abs","Schäfer","Schäfer
1524 tested pairs"
13,9,0.470907469194326,1462,"abundance_contrast_min","presence_log_odds_abs","Schäfer","Schäfer
1524 tested pairs"
14,9,0.161853854371771,1462,"abundance_contrast_max","presence_log_odds_abs","Schäfer","Schäfer
1524 tested pairs"
1,10,0.205286320008976,1524,"pln_score_percentile","spearman_all_abs","Schäfer","Schäfer
1524 tested pairs"
2,10,0.23468531288659,1524,"glmnet_score_percentile","spearman_all_abs","Schäfer","Schäfer
1524 tested pairs"
3,10,0.219715262304332,1524,"sparcc_score_percentile","spearman_all_abs","Schäfer","Schäfer
1524 tested pairs"
4,10,0.314273145750201,1524,"direct_prevalence_min","spearman_all_abs","Schäfer","Schäfer
1524 tested pairs"
5,10,0.0760498989035177,1524,"direct_prevalence_max","spearman_all_abs","Schäfer","Schäfer
1524 tested pairs"
6,10,0.3132101958323,1524,"direct_joint_prevalence","spearman_all_abs","Schäfer","Schäfer
1524 tested pairs"
7,10,0.311892070770326,1524,"direct_presence_jaccard","spearman_all_abs","Schäfer","Schäfer
1524 tested pairs"
8,10,-0.00326615463470396,1524,"presence_phi_abs","spearman_all_abs","Schäfer","Schäfer
1524 tested pairs"
9,10,0.0159103523414881,1524,"presence_log_odds_abs","spearman_all_abs","Schäfer","Schäfer
1524 tested pairs"
10,10,1,1524,"spearman_all_abs","spearman_all_abs","Schäfer","Schäfer
1524 tested pairs"
11,10,-0.0501225164430738,1381,"spearman_copresent_abs","spearman_all_abs","Schäfer","Schäfer
1524 tested pairs"
12,10,0.0607571311154186,1524,"log_ratio_variance","spearman_all_abs","Schäfer","Schäfer
1524 tested pairs"
13,10,0.603551036844141,1462,"abundance_contrast_min","spearman_all_abs","Schäfer","Schäfer
1524 tested pairs"
14,10,0.675892945023931,1462,"abundance_contrast_max","spearman_all_abs","Schäfer","Schäfer
1524 tested pairs"
1,11,0.0679812587002313,1381,"pln_score_percentile","spearman_copresent_abs","Schäfer","Schäfer
1524 tested pairs"
2,11,0.0679892366829869,1381,"glmnet_score_percentile","spearman_copresent_abs","Schäfer","Schäfer
1524 tested pairs"
3,11,0.0632086031754003,1381,"sparcc_score_percentile","spearman_copresent_abs","Schäfer","Schäfer
1524 tested pairs"
4,11,-0.441459272866139,1381,"direct_prevalence_min","spearman_copresent_abs","Schäfer","Schäfer
1524 tested pairs"
5,11,-0.00716786547544545,1381,"direct_prevalence_max","spearman_copresent_abs","Schäfer","Schäfer
1524 tested pairs"
6,11,-0.474309494376405,1381,"direct_joint_prevalence","spearman_copresent_abs","Schäfer","Schäfer
1524 tested pairs"
7,11,-0.44234251866419,1381,"direct_presence_jaccard","spearman_copresent_abs","Schäfer","Schäfer
1524 tested pairs"
8,11,-0.0410727929873699,1381,"presence_phi_abs","spearman_copresent_abs","Schäfer","Schäfer
1524 tested pairs"
9,11,0.309477901354705,1381,"presence_log_odds_abs","spearman_copresent_abs","Schäfer","Schäfer
1524 tested pairs"
10,11,-0.0501225164430738,1381,"spearman_all_abs","spearman_copresent_abs","Schäfer","Schäfer
1524 tested pairs"
11,11,1,1381,"spearman_copresent_abs","spearman_copresent_abs","Schäfer","Schäfer
1524 tested pairs"
12,11,-0.282646754645045,1381,"log_ratio_variance","spearman_copresent_abs","Schäfer","Schäfer
1524 tested pairs"
13,11,0.091028534566342,1337,"abundance_contrast_min","spearman_copresent_abs","Schäfer","Schäfer
1524 tested pairs"
14,11,0.160845872693359,1337,"abundance_contrast_max","spearman_copresent_abs","Schäfer","Schäfer
1524 tested pairs"
1,12,0.117887388176201,1524,"pln_score_percentile","log_ratio_variance","Schäfer","Schäfer
1524 tested pairs"
2,12,0.0991138784211096,1524,"glmnet_score_percentile","log_ratio_variance","Schäfer","Schäfer
1524 tested pairs"
3,12,0.110566369240765,1524,"sparcc_score_percentile","log_ratio_variance","Schäfer","Schäfer
1524 tested pairs"
4,12,0.514529324565325,1524,"direct_prevalence_min","log_ratio_variance","Schäfer","Schäfer
1524 tested pairs"
5,12,-0.100628162634467,1524,"direct_prevalence_max","log_ratio_variance","Schäfer","Schäfer
1524 tested pairs"
6,12,0.533560835361261,1524,"direct_joint_prevalence","log_ratio_variance","Schäfer","Schäfer
1524 tested pairs"
7,12,0.524415981630219,1524,"direct_presence_jaccard","log_ratio_variance","Schäfer","Schäfer
1524 tested pairs"
8,12,0.157268314108221,1524,"presence_phi_abs","log_ratio_variance","Schäfer","Schäfer
1524 tested pairs"
9,12,-0.41796603593941,1524,"presence_log_odds_abs","log_ratio_variance","Schäfer","Schäfer
1524 tested pairs"
10,12,0.0607571311154186,1524,"spearman_all_abs","log_ratio_variance","Schäfer","Schäfer
1524 tested pairs"
11,12,-0.282646754645045,1381,"spearman_copresent_abs","log_ratio_variance","Schäfer","Schäfer
1524 tested pairs"
12,12,1,1524,"log_ratio_variance","log_ratio_variance","Schäfer","Schäfer
1524 tested pairs"
13,12,-0.216858500744347,1462,"abundance_contrast_min","log_ratio_variance","Schäfer","Schäfer
1524 tested pairs"
14,12,-0.182965188588962,1462,"abundance_contrast_max","log_ratio_variance","Schäfer","Schäfer
1524 tested pairs"
1,13,0.17862974438448,1462,"pln_score_percentile","abundance_contrast_min","Schäfer","Schäfer
1524 tested pairs"
2,13,0.149765538722706,1462,"glmnet_score_percentile","abundance_contrast_min","Schäfer","Schäfer
1524 tested pairs"
3,13,0.0854800785346119,1462,"sparcc_score_percentile","abundance_contrast_min","Schäfer","Schäfer
1524 tested pairs"
4,13,-0.119461074335096,1462,"direct_prevalence_min","abundance_contrast_min","Schäfer","Schäfer
1524 tested pairs"
5,13,0.390943956489616,1462,"direct_prevalence_max","abundance_contrast_min","Schäfer","Schäfer
1524 tested pairs"
6,13,-0.0203951796715622,1462,"direct_joint_prevalence","abundance_contrast_min","Schäfer","Schäfer
1524 tested pairs"
7,13,-0.11314544751492,1462,"direct_presence_jaccard","abundance_contrast_min","Schäfer","Schäfer
1524 tested pairs"
8,13,-0.323943219135857,1462,"presence_phi_abs","abundance_contrast_min","Schäfer","Schäfer
1524 tested pairs"
9,13,0.470907469194326,1462,"presence_log_odds_abs","abundance_contrast_min","Schäfer","Schäfer
1524 tested pairs"
10,13,0.603551036844141,1462,"spearman_all_abs","abundance_contrast_min","Schäfer","Schäfer
1524 tested pairs"
11,13,0.091028534566342,1337,"spearman_copresent_abs","abundance_contrast_min","Schäfer","Schäfer
1524 tested pairs"
12,13,-0.216858500744347,1462,"log_ratio_variance","abundance_contrast_min","Schäfer","Schäfer
1524 tested pairs"
13,13,1,1462,"abundance_contrast_min","abundance_contrast_min","Schäfer","Schäfer
1524 tested pairs"
14,13,0.768529559258479,1462,"abundance_contrast_max","abundance_contrast_min","Schäfer","Schäfer
1524 tested pairs"
1,14,0.235771664731272,1462,"pln_score_percentile","abundance_contrast_max","Schäfer","Schäfer
1524 tested pairs"
2,14,0.0846174957956105,1462,"glmnet_score_percentile","abundance_contrast_max","Schäfer","Schäfer
1524 tested pairs"
3,14,0.0392011027734021,1462,"sparcc_score_percentile","abundance_contrast_max","Schäfer","Schäfer
1524 tested pairs"
4,14,-0.250416759934171,1462,"direct_prevalence_min","abundance_contrast_max","Schäfer","Schäfer
1524 tested pairs"
5,14,-0.0361480778955131,1462,"direct_prevalence_max","abundance_contrast_max","Schäfer","Schäfer
1524 tested pairs"
6,14,-0.224407018908645,1462,"direct_joint_prevalence","abundance_contrast_max","Schäfer","Schäfer
1524 tested pairs"
7,14,-0.252796029520698,1462,"direct_presence_jaccard","abundance_contrast_max","Schäfer","Schäfer
1524 tested pairs"
8,14,0.0713818927107399,1462,"presence_phi_abs","abundance_contrast_max","Schäfer","Schäfer
1524 tested pairs"
9,14,0.161853854371771,1462,"presence_log_odds_abs","abundance_contrast_max","Schäfer","Schäfer
1524 tested pairs"
10,14,0.675892945023931,1462,"spearman_all_abs","abundance_contrast_max","Schäfer","Schäfer
1524 tested pairs"
11,14,0.160845872693359,1337,"spearman_copresent_abs","abundance_contrast_max","Schäfer","Schäfer
1524 tested pairs"
12,14,-0.182965188588962,1462,"log_ratio_variance","abundance_contrast_max","Schäfer","Schäfer
1524 tested pairs"
13,14,0.768529559258479,1462,"abundance_contrast_min","abundance_contrast_max","Schäfer","Schäfer
1524 tested pairs"
14,14,1,1462,"abundance_contrast_max","abundance_contrast_max","Schäfer","Schäfer
1524 tested pairs"
